crash_type,severity,severity_factor,impact_start,impact_duration,peak_acc_g,peak_gyro,label
abrupt_stop,high,1.0,47,10,18.03099222864202,2.191886480697769,1
abrupt_stop,high,1.0,45,10,18.064234764351692,2.3277189353976797,1
abrupt_stop,high,1.0,22,10,17.783745971093808,2.2612188598374994,1
abrupt_stop,high,1.0,26,10,17.887077719368317,2.382997328442576,1
abrupt_stop,high,1.0,32,10,18.16924704841871,2.230914631862737,1
abrupt_stop,high,1.0,49,10,17.992960905617412,2.2586261223053947,1
abrupt_stop,high,1.0,49,10,18.21304934388595,2.380223331156149,1
abrupt_stop,high,1.0,34,10,17.863234023335213,1.9552748105847617,1
abrupt_stop,high,1.0,30,10,18.059963955983854,2.3720914742569366,1
abrupt_stop,high,1.0,17,10,18.091449329295564,2.189140586260394,1
abrupt_stop,high,1.0,28,10,17.90591765233395,2.199550636254856,1
abrupt_stop,high,1.0,38,10,18.198695014362254,1.9841127928284814,1
abrupt_stop,high,1.0,34,10,18.168917455335485,2.3744892598766953,1
abrupt_stop,high,1.0,34,10,18.005903112777396,2.1307586896267874,1
abrupt_stop,high,1.0,16,10,18.009324894255236,2.292755612184807,1
abrupt_stop,high,1.0,39,10,18.208193545289742,2.244752333302629,1
abrupt_stop,high,1.0,48,10,18.286208325729486,1.9500451600512931,1
abrupt_stop,high,1.0,38,10,18.0072336537363,2.6756385566556813,1
abrupt_stop,high,1.0,11,10,18.104861581083277,2.136624960523233,1
abrupt_stop,high,1.0,44,10,17.993189003699126,2.138121509280383,1
abrupt_stop,high,1.0,31,10,18.136977031317564,2.1309858111871347,1
abrupt_stop,high,1.0,33,10,18.197606707528912,1.891221293620884,1
abrupt_stop,high,1.0,29,10,18.213369442090954,2.2069770405116986,1
abrupt_stop,high,1.0,26,10,18.12162287084063,2.1704341950529993,1
abrupt_stop,high,1.0,14,10,17.940187358180104,1.9789329655516756,1
abrupt_stop,high,1.0,41,10,17.91581667966708,2.1932254580569164,1
abrupt_stop,high,1.0,47,10,17.999241737030097,2.007781820520216,1
abrupt_stop,high,1.0,10,10,17.865537059445874,2.4073736933658707,1
abrupt_stop,high,1.0,40,10,18.031030341694258,2.185923893716519,1
abrupt_stop,high,1.0,47,10,18.07724170082908,2.088412436597337,1
abrupt_stop,extreme,1.4,16,10,25.059665297667745,3.0464628327509833,1
abrupt_stop,extreme,1.4,44,10,25.27765973761477,3.0235509513329477,1
abrupt_stop,extreme,1.4,12,10,25.333347632574824,2.8066658883408864,1
abrupt_stop,extreme,1.4,49,10,25.074877482143,3.104911579220977,1
abrupt_stop,extreme,1.4,26,10,25.226564548851588,3.20348259589788,1
abrupt_stop,extreme,1.4,52,10,25.460967152820146,3.162091812075246,1
abrupt_stop,extreme,1.4,31,10,25.26020697336867,2.892013499089921,1
abrupt_stop,extreme,1.4,13,10,25.281606308771416,2.7234819172298814,1
abrupt_stop,extreme,1.4,15,10,25.042500159456324,3.103641820627649,1
abrupt_stop,extreme,1.4,42,10,25.032827563026302,2.8733734009751575,1
abrupt_stop,extreme,1.4,33,10,24.879191275416364,2.991721059648889,1
abrupt_stop,extreme,1.4,36,10,25.204148304129014,3.174902166809097,1
abrupt_stop,extreme,1.4,47,10,25.224347360565705,3.0270803545865124,1
abrupt_stop,extreme,1.4,25,10,25.193080113930694,2.9477208912618047,1
abrupt_stop,extreme,1.4,34,10,25.218596685974358,2.848323022971866,1
abrupt_stop,extreme,1.4,37,10,25.253940842598524,3.13775882211282,1
abrupt_stop,extreme,1.4,22,10,25.0468498169698,3.1889527215436195,1
abrupt_stop,extreme,1.4,44,10,25.054551214512657,2.795698238419384,1
abrupt_stop,extreme,1.4,40,10,25.088396913711133,2.9484798602880944,1
abrupt_stop,extreme,1.4,43,10,25.212844010494287,3.1552887645405625,1
abrupt_stop,extreme,1.4,23,10,24.899552941648576,3.0847300225272534,1
abrupt_stop,extreme,1.4,32,10,25.31182041008351,3.066867440223562,1
abrupt_stop,extreme,1.4,29,10,25.063150736047046,2.694121138125654,1
abrupt_stop,extreme,1.4,19,10,25.27100586819787,3.0783277101351763,1
abrupt_stop,extreme,1.4,17,10,25.07375716101166,3.1685503531744303,1
abrupt_stop,extreme,1.4,21,10,24.963015146440437,3.1594630677909987,1
abrupt_stop,extreme,1.4,20,10,24.998822476615814,3.2023005597558156,1
abrupt_stop,extreme,1.4,43,10,25.115057627020605,2.9845310344175373,1
abrupt_stop,extreme,1.4,32,10,25.218461772491306,3.0382930924616867,1
abrupt_stop,extreme,1.4,10,10,25.215780922138535,2.9505172075875676,1
